Gene ID	Found in	Non-hypothetical Annotation	Which Annotation	Hypothetical Annotation	Which Annotation
NC_000913:complement(447717..448046):CDS	nc_000913 & bop27	"cytochrome o ubiquinol oxidase subunit iv" || "cytochrome o ubiquinol oxidase subunit iv"	nc_000913 || bop27		
NC_000913:complement(448046..448660):CDS	nc_000913 & bop27	"cytochrome o ubiquinol oxidase subunit iii" || "cytochrome o ubiquinol oxidase subunit iii"	nc_000913 || bop27		
NC_000913:complement(448650..450641):CDS	nc_000913 & bop27	"cytochrome o ubiquinol oxidase subunit i" || "cytochrome o ubiquinol oxidase subunit i"	nc_000913 || bop27		
NC_000913:complement(450663..451610):CDS	nc_000913 & bop27	"cytochrome o ubiquinol oxidase subunit ii" || "cytochrome o ubiquinol oxidase subunit ii"	nc_000913 || bop27		
NC_000913:complement(452070..453545):CDS	nc_000913 & bop27	"muropeptide transporter" || "muropeptide transporter"	nc_000913 || bop27		
NC_000913:complement(453589..454167):CDS	nc_000913 & bop27	"putative lipoprotein" || "putative lipoprotein"	nc_000913 || bop27		
NC_000913:454472..454789:CDS	nc_000913 & bop27	"stationary-phase morphogene, transcriptional repressor for mreb; also regulator for daca, dacc, and ampc" || "stationary-phase morphogene, transcriptional repressor for mreb; also regulator for daca, dacc, and ampc"	nc_000913 || bop27		
NC_000913:455133..456431:CDS	nc_000913 & bop27	"peptidyl-prolyl cis/trans isomerase (trigger factor)" || "peptidyl-prolyl cis/trans isomerase (trigger factor)"	nc_000913 || bop27		
NC_000913:456677..457300:CDS	nc_000913 & bop27	"proteolytic subunit of clpa-clpp and clpx-clpp atp-dependent serine proteases" || "proteolytic subunit of clpa-clpp and clpx-clpp atp-dependent serine proteases"	nc_000913 || bop27		
NC_000913:457426..458700:CDS	nc_000913 & bop27	"atpase and specificity subunit of clpx-clpp atp-dependent serine protease" || "atpase and specificity subunit of clpx-clpp atp-dependent serine protease"	nc_000913 || bop27		
NC_000913:458888..461242:CDS	nc_000913 & bop27	"dna-binding atp-dependent protease la" || "dna-binding atp-dependent protease la"	nc_000913 || bop27		
NC_000913:461451..461723:CDS	nc_000913 & bop27	"hu, dna-binding transcriptional regulator, beta subunit" || "hu, dna-binding transcriptional regulator, beta subunit"	nc_000913 || bop27		
NC_000913:461915..463786:CDS	nc_000913 & bop27	"periplasmic folding chaperone, has an inactive ppiase domain" || "periplasmic folding chaperone, has an inactive ppiase domain"	nc_000913 || bop27		
NC_000913:463937..464308:CDS	nc_000913 & bop27	"putative competence-suppressing periplasmic helix-hairpin-helix dna-binding protein" || "putative competence-suppressing periplasmic helix-hairpin-helix dna-binding protein"	nc_000913 || bop27		
NC_000913:464402..464800:CDS	nc_000913 & bop27	"long-chain acyl-coa thioesterase iii" || "long-chain acyl-coa thioesterase iii"	nc_000913 || bop27		
NC_000913:complement(464852..465547):CDS	nc_000913 & bop27	"7-cyano-7-deazaguanine (preq0) synthase; queuosine biosynthesis" || "7-cyano-7-deazaguanine (preq0) synthase; queuosine biosynthesis"	nc_000913 || bop27		
NC_000913:complement(465612..467312):CDS	nc_000913 & bop27	"putative abc transporter periplasmic binding protein" || "putative abc transporter periplasmic binding protein"	nc_000913 || bop27		
NC_000913:467412..468230:CDS	nc_000913 & bop27	"thiamine pyrimidine pyrophosphate hydrolase; hmp-pp phosphatase" || "thiamine pyrimidine pyrophosphate hydrolase; hmp-pp phosphatase"	nc_000913 || bop27		
NC_000913:468383..468841:CDS	nc_000913 & bop27	"putative dna-binding transcriptional regulator" || "putative dna-binding transcriptional regulator"	nc_000913 || bop27		
NC_000913:468871..470643:CDS	nc_000913 & bop27	"putative multidrug abc transporter atpase" || "putative multidrug abc transporter atpase"	nc_000913 || bop27		
NC_000913:470636..472417:CDS	nc_000913 & bop27	"putative multidrug abc transporter atpase" || "putative multidrug abc transporter atpase"	nc_000913 || bop27		
NC_000913:472598..472936:CDS	nc_000913 & bop27	"nitrogen assimilation regulatory protein for glnl, glne, and amtb" || "nitrogen assimilation regulatory protein for glnl, glne, and amtb"	nc_000913 || bop27		
NC_000913:472966..474252:CDS	nc_000913 & bop27	"ammonium transporter" || "ammonium transporter"	nc_000913 || bop27		
NC_000913:complement(474301..475161):CDS	nc_000913 & bop27	"acyl-coa thioesterase 2" || "acyl-coa thioesterase 2"	nc_000913 || bop27		
NC_000913:475379..475951:CDS	nc_000913 & bop27	"outer membrane lipoprotein" || "outer membrane lipoprotein"	nc_000913 || bop27		
NC_000913:complement(475982..476371):CDS	nc_000913 & bop27	"excision repair protein, alkyltransferase-like protein atl" || "excision repair protein, alkyltransferase-like protein atl"	nc_000913 || bop27		
NC_000913:476448..476561:ncRNA	nc_000913 & bop27	"4.5s srna component of signal recognition particle (srp)" || "4.5s srna component of signal recognition particle (srp)"	nc_000913 || bop27		
NC_000913:476672..477025:CDS	nc_000913 & bop27	"duf1428 family protein" || "duf1428 family protein"	nc_000913 || bop27		
NC_000913:complement(477067..478617):CDS	nc_000913 & bop27	"putative membrane-anchored cyclic-di-gmp phosphodiesterase" || "putative membrane-anchored cyclic-di-gmp phosphodiesterase"	nc_000913 || bop27		
NC_000913:complement(478781..479251):CDS	nc_000913 & bop27	"duf1449 family inner membrane protein" || "duf1449 family inner membrane protein"	nc_000913 || bop27		
NC_000913:complement(479367..479918):CDS	nc_000913 & bop27	"maltose o-acetyltransferase" || "maltose o-acetyltransferase"	nc_000913 || bop27		
NC_000913:complement(480090..480308):CDS	nc_000913 & bop27	"modulator of gene expression, with h-ns" || "modulator of gene expression, with h-ns"	nc_000913 || bop27		
NC_000913:complement(480334..480708):CDS	nc_000913 & bop27	"hha toxicity attenuator; conjugation-related protein" || "hha toxicity attenuator; conjugation-related protein"	nc_000913 || bop27		
NC_000913:complement(481254..484403):CDS	nc_000913 & bop27	"multidrug efflux system protein" || "multidrug efflux system protein"	nc_000913 || bop27		
NC_000913:complement(484426..485619):CDS	nc_000913 & bop27	"multidrug efflux system" || "multidrug efflux system"	nc_000913 || bop27		
NC_000913:485761..486408:CDS	nc_000913 & bop27	"transcriptional repressor" || "transcriptional repressor"	nc_000913 || bop27		
NC_000913:486536..489898:CDS	nc_000913 & bop27	"mechanosensitive channel protein, intermediate conductance, k+ regulated" || "mechanosensitive channel protein, intermediate conductance, k+ regulated"	nc_000913 || bop27		
NC_000913:complement(490110..490271):CDS	nc_000913 & bop27	"duf2496 family protein" || "duf2496 family protein"	nc_000913 || bop27		
NC_000913:complement(490285..490812):CDS	nc_000913 & bop27	"primosomal replication protein n''" || "primosomal replication protein n''"	nc_000913 || bop27		
NC_000913:490882..491259:CDS	nc_000913 & bop27	"duf454 family inner membrane protein" || "duf454 family inner membrane protein"	nc_000913 || bop27		
NC_000913:491412..491963:CDS	nc_000913 & bop27	"adenine phosphoribosyltransferase" || "adenine phosphoribosyltransferase"	nc_000913 || bop27		
NC_000913:492092..494023:CDS	nc_000913 & bop27	"dna polymerase iii/dna elongation factor iii, tau and gamma subunits" || "dna polymerase iii/dna elongation factor iii, tau and gamma subunits"	nc_000913 || bop27		
NC_000913:494076..494405:CDS	nc_000913 & bop27	"dna-binding protein, putative nucleoid-associated protein" || "dna-binding protein, putative nucleoid-associated protein"	nc_000913 || bop27		
NC_000913:494405..495010:CDS	nc_000913 & bop27	"gap repair protein" || "gap repair protein"	nc_000913 || bop27		
NC_000913:495120..496994:CDS	nc_000913 & bop27	"protein refolding molecular co-chaperone hsp90, hsp70-dependent; heat-shock protein; atpase" || "protein refolding molecular co-chaperone hsp90, hsp70-dependent; heat-shock protein; atpase"	nc_000913 || bop27		
NC_000913:497175..497819:CDS	nc_000913 & bop27	"adenylate kinase" || "adenylate kinase"	nc_000913 || bop27		
NC_000913:498055..499017:CDS	nc_000913 & bop27	"ferrochelatase" || "ferrochelatase"	nc_000913 || bop27		
NC_000913:complement(499014..499973):CDS	nc_000913 & bop27	"acetyl esterase" || "acetyl esterase"	nc_000913 || bop27		
NC_000913:500125..501429:CDS	nc_000913 & bop27	"inosine/guanosine kinase" || "inosine/guanosine kinase"	nc_000913 || bop27		
NC_000913:complement(501562..503238):CDS	nc_000913 & bop27	"inner membrane putative nad(p)-binding transporter" || "inner membrane putative nad(p)-binding transporter"	nc_000913 || bop27		
NC_000913:complement(503476..504696):CDS	nc_000913 & bop27	"putative fosmidomycin efflux system protein" || "putative fosmidomycin efflux system protein"	nc_000913 || bop27		
NC_000913:504914..506566:CDS	nc_000913 & bop27	"bifunctional udp-sugar hydrolase/5'-nucleotidase" || "bifunctional udp-sugar hydrolase/5'-nucleotidase"	nc_000913 || bop27		
NC_000913:complement(506603..507082):CDS	nc_000913 & bop27	"cys-trna(pro)/cys-trna(cys) deacylase" || "cys-trna(pro)/cys-trna(cys) deacylase"	nc_000913 || bop27		
NC_000913:507204..507287:ncRNA	nc_000913 & bop27	"srna antisense regulator of om chitoporin chip(ybfm), hfq-dependent" || "srna antisense regulator of om chitoporin chip(ybfm), hfq-dependent"	nc_000913 || bop27		
NC_000913:complement(507286..508080):CDS	nc_000913 & bop27	"trab family protein" || "trab family protein"	nc_000913 || bop27		
NC_000913:508218..508559:CDS	nc_000913 & bop27	"putative dna-binding transcriptional regulator" || "putative dna-binding transcriptional regulator"	nc_000913 || bop27		
NC_000913:complement(508875..511379):CDS	nc_000913 & bop27	"copper transporter" || "copper transporter"	nc_000913 || bop27		
NC_000913:511641..512573:CDS	nc_000913 & bop27	"glutaminase 1" || "glutaminase 1"	nc_000913 || bop27		
NC_000913:512576..513868:CDS	nc_000913 & bop27	"putative amino acid transporter" || "putative amino acid transporter"	nc_000913 || bop27		
NC_000913:513993..514400:CDS	nc_000913 & bop27	"copper-responsive regulon transcriptional regulator" || "copper-responsive regulon transcriptional regulator"	nc_000913 || bop27		
NC_000913:complement(514401..514859):CDS	nc_000913 & bop27	"inner membrane protein; stimulator of the qmca suppressor of ftsh-htpx" || "inner membrane protein; stimulator of the qmca suppressor of ftsh-htpx"	nc_000913 || bop27		
NC_000913:complement(514856..515773):CDS	nc_000913 & bop27	"phb domain membrane-anchored putative protease" || "phb domain membrane-anchored putative protease"	nc_000913 || bop27		
NC_000913:515919..516596:CDS	nc_000913 & bop27	"iron export abc transporter atpase; peroxide resistance protein" || "iron export abc transporter atpase; peroxide resistance protein"	nc_000913 || bop27		
NC_000913:516583..517362:CDS	nc_000913 & bop27	"iron export abc transporter permease; peroxide resistance protein" || "iron export abc transporter permease; peroxide resistance protein"	nc_000913 || bop27		
NC_000913:complement(517425..518279):CDS	nc_000913 & bop27	"dnak co-chaperone, thioredoxin-like protein" || "dnak co-chaperone, thioredoxin-like protein"	nc_000913 || bop27		
NC_000913:complement(518340..519149):CDS	nc_000913 & bop27	"putative oxidoreductase" || "putative oxidoreductase"	nc_000913 || bop27		
NC_000913:complement(519139..519765):CDS	nc_000913 & bop27	"acyl-coa thioesterase 1 and protease i and lysophospholipase l1" || "acyl-coa thioesterase 1 and protease i and lysophospholipase l1"	nc_000913 || bop27		
NC_000913:519733..520419:CDS	nc_000913 & bop27	"putative abc transporter atpase" || "putative abc transporter atpase"	nc_000913 || bop27		
NC_000913:520416..522830:CDS	nc_000913 & bop27	"putative abc transporter permease" || "putative abc transporter permease"	nc_000913 || bop27		
NC_000913:523261..527541:CDS	nc_000913 & bop27	"rhs protein with duf4329 family putative toxin domain; putative neighboring cell growth inhibitor" || "rhs protein with duf4329 family putative toxin domain; putative neighboring cell growth inhibitor"	nc_000913 || bop27		
NC_000913:527581..527949:CDS	nc_000913 & bop27	"putative immunity protein" || "putative immunity protein"	nc_000913 || bop27		
NC_000913:527952..528659:CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:528640..529130:CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:529500..529592:CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:complement(join(529595..529660,529660..530016)):CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:complement(530132..531226):CDS	nc_000913 & bop27	"trna 2-selenouridine synthase, selenophosphate-dependent" || "trna 2-selenouridine synthase, selenophosphate-dependent"	nc_000913 || bop27		
NC_000913:complement(531295..532221):CDS	nc_000913 & bop27	"alld operon transcriptional activator" || "alld operon transcriptional activator"	nc_000913 || bop27		
NC_000913:532451..532933:CDS	nc_000913 & bop27	"ureidoglycolate lyase, releasing urea" || "ureidoglycolate lyase, releasing urea"	nc_000913 || bop27		
NC_000913:533011..533826:CDS	nc_000913 & bop27	"glyoxylate-inducible transcriptional repressor of all and gcl operons" || "glyoxylate-inducible transcriptional repressor of all and gcl operons"	nc_000913 || bop27		
NC_000913:533916..535697:CDS	nc_000913 & bop27	"glyoxylate carboligase" || "glyoxylate carboligase"	nc_000913 || bop27		
NC_000913:535710..536486:CDS	nc_000913 & bop27	"hydroxypyruvate isomerase" || "hydroxypyruvate isomerase"	nc_000913 || bop27		
NC_000913:536586..537464:CDS	nc_000913 & bop27	"tartronate semialdehyde reductase, nadh-dependent" || "tartronate semialdehyde reductase, nadh-dependent"	nc_000913 || bop27		
NC_000913:537633..539087:CDS	nc_000913 & bop27	"putative allantoin transporter" || "putative allantoin transporter"	nc_000913 || bop27		
NC_000913:539147..540508:CDS	nc_000913 & bop27	"allantoinase" || "allantoinase"	nc_000913 || bop27		
NC_000913:540565..541866:CDS	nc_000913 & bop27	"putative uracil/xanthine transporter" || "putative uracil/xanthine transporter"	nc_000913 || bop27		
NC_000913:541888..543033:CDS	nc_000913 & bop27	"glycerate kinase ii" || "glycerate kinase ii"	nc_000913 || bop27		
NC_000913:complement(543261..544046):CDS	nc_000913 & bop27	"s-ureidoglycine aminohydrolase" || "s-ureidoglycine aminohydrolase"	nc_000913 || bop27		
NC_000913:complement(544057..545292):CDS	nc_000913 & bop27	"allantoate amidohydrolase" || "allantoate amidohydrolase"	nc_000913 || bop27		
NC_000913:complement(545314..546363):CDS	nc_000913 & bop27	"ureidoglycolate dehydrogenase" || "ureidoglycolate dehydrogenase"	nc_000913 || bop27		
NC_000913:546680..548347:CDS	nc_000913 & bop27	"putative nad(p)-binding acyl-coa synthetase" || "putative nad(p)-binding acyl-coa synthetase"	nc_000913 || bop27		
NC_000913:548357..549616:CDS	nc_000913 & bop27	"no-induced duf1116 protein" || "no-induced duf1116 protein"	nc_000913 || bop27		
NC_000913:549627..550442:CDS	nc_000913 & bop27	"putative anaerobic allantoin catabolic oxamate carbamoyltransferase; duf2877 family protein" || "putative anaerobic allantoin catabolic oxamate carbamoyltransferase; duf2877 family protein"	nc_000913 || bop27		
NC_000913:550439..551332:CDS	nc_000913 & bop27	"putative carbonate kinase" || "putative carbonate kinase"	nc_000913 || bop27		
NC_000913:complement(551527..552594):CDS	nc_000913 & bop27	"n5-carboxyaminoimidazole ribonucleotide synthase" || "n5-carboxyaminoimidazole ribonucleotide synthase"	nc_000913 || bop27		
NC_000913:complement(552591..553100):CDS	nc_000913 & bop27	"n5-carboxyaminoimidazole ribonucleotide mutase" || "n5-carboxyaminoimidazole ribonucleotide mutase"	nc_000913 || bop27		
NC_000913:complement(553218..553940):CDS	nc_000913 & bop27	"udp-2,3-diacylglucosamine pyrophosphohydrolase" || "udp-2,3-diacylglucosamine pyrophosphohydrolase"	nc_000913 || bop27		
NC_000913:complement(553943..554437):CDS	nc_000913 & bop27	"peptidyl-prolyl cis-trans isomerase b (rotamase b)" || "peptidyl-prolyl cis-trans isomerase b (rotamase b)"	nc_000913 || bop27		
NC_000913:554611..555996:CDS	nc_000913 & bop27	"cysteinyl-trna synthetase" || "cysteinyl-trna synthetase"	nc_000913 || bop27		
NC_000913:complement(556032..556553):CDS	nc_000913 & bop27	"duf457 family inner membrane protein" || "duf457 family inner membrane protein"	nc_000913 || bop27		
NC_000913:complement(556661..556873):CDS	nc_000913 & bop27	"ribosome-associated protein; putative rna-binding protein" || "ribosome-associated protein; putative rna-binding protein"	nc_000913 || bop27		
NC_000913:complement(556875..557741):CDS	nc_000913 & bop27	"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase" || "bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase"	nc_000913 || bop27		
NC_000913:558212..558754:CDS	nc_000913 & bop27	"fima homolog, function unknown" || "fima homolog, function unknown"	nc_000913 || bop27		
NC_000913:558974..559666:CDS	nc_000913 & bop27	"putative periplasmic pilus chaperone" || "putative periplasmic pilus chaperone"	nc_000913 || bop27		
NC_000913:559697..562300:CDS	nc_000913 & bop27	"putative outer membrane export usher protein" || "putative outer membrane export usher protein"	nc_000913 || bop27		
NC_000913:562336..563319:CDS	nc_000913 & bop27	"fima homolog, function unknown" || "fima homolog, function unknown"	nc_000913 || bop27		
NC_000913:563330..563845:CDS	nc_000913 & bop27	"fima homolog, function unknown" || "fima homolog, function unknown"	nc_000913 || bop27		
NC_000913:complement(563848..564480):CDS	nc_000913 & bop27	"response regulator family protein" || "response regulator family protein"	nc_000913 || bop27		
NC_000913:564723..564799:tRNA	nc_000913 & bop27	"trna-arg" || "trna-arg"	nc_000913 || bop27		
NC_000913:complement(564815..565978):CDS	nc_000913 & bop27	"dlp12 prophage; putative phage integrase" || "dlp12 prophage; putative phage integrase"	nc_000913 || bop27		
NC_000913:complement(565858..566079):CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:complement(566098..566376):CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:566376..566687:CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:join(566684..566776,568035..568247):CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:566842..567141:CDS	nc_000913 & bop27	"is3 transposase a" || "is3 transposase a"	nc_000913 || bop27		
NC_000913:567138..568004:CDS	nc_000913 & bop27	"is3 transposase b" || "is3 transposase b"	nc_000913 || bop27		
NC_000913:568315..568647:CDS	nc_000913 & bop27	"dlp12 prophage; multidrug resistance protein" || "dlp12 prophage; multidrug resistance protein"	nc_000913 || bop27		
NC_000913:568902..570428:CDS	nc_000913 & bop27	"dlp12 prophage; putative recombinase" || "dlp12 prophage; putative recombinase"	nc_000913 || bop27		
NC_000913:570893..571444:CDS	nc_000913 & bop27	"inactive polymorphonuclear leukocyte migration suppressor; dlp12 prophage; upf0098 family secreted protein" || "inactive polymorphonuclear leukocyte migration suppressor; dlp12 prophage; upf0098 family secreted protein"	nc_000913 || bop27		
NC_000913:571454..572251:CDS	nc_000913 & bop27	"dlp12 prophage; putative dna-binding transcriptional regulator" || "dlp12 prophage; putative dna-binding transcriptional regulator"	nc_000913 || bop27		
NC_000913:572368..572469:CDS	nc_000913 & bop27	"uncharacterized protein, dlp12 prophage" || "uncharacterized protein, dlp12 prophage"	nc_000913 || bop27		
NC_000913:572466..572921:CDS	nc_000913 & bop27	"dlp12 prophage; uncharacterized protein" || "dlp12 prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:572921..573091:CDS	nc_000913 & bop27	"dlp12 prophage; conserved protein" || "dlp12 prophage; conserved protein"	nc_000913 || bop27		
NC_000913:573084..573374:CDS	nc_000913 & bop27	"dlp12 prophage; uncharacterized protein" || "dlp12 prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:573371..573733:CDS	nc_000913 & bop27	"dlp12 prophage; endonuclease rus" || "dlp12 prophage; endonuclease rus"	nc_000913 || bop27		
NC_000913:573730..573870:CDS	nc_000913 & bop27	"uncharacterized protein, dlp12 prophage" || "uncharacterized protein, dlp12 prophage"	nc_000913 || bop27		
NC_000913:573956..574339:CDS	nc_000913 & bop27	"dlp12 prophage; putative antitermination protein" || "dlp12 prophage; putative antitermination protein"	nc_000913 || bop27		
NC_000913:complement(join(574529..574586,575786..576825)):CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:complement(574737..575753):CDS	nc_000913 & bop27	"is5 transposase and trans-activator" || "is5 transposase and trans-activator"	nc_000913 || bop27		
NC_000913:577398..577613:CDS	nc_000913 & bop27	"dlp12 prophage; putative phage lysis protein" || "dlp12 prophage; putative phage lysis protein"	nc_000913 || bop27		
NC_000913:577613..578110:CDS	nc_000913 & bop27	"dlp12 prophage; putative lysozyme" || "dlp12 prophage; putative lysozyme"	nc_000913 || bop27		
NC_000913:578107..578568:CDS	nc_000913 & bop27	"dlp12 prophage; putative murein endopeptidase" || "dlp12 prophage; putative murein endopeptidase"	nc_000913 || bop27		
NC_000913:578327..578509:CDS	nc_000913 & bop27	"dlp12 prophage; putative lipoprotein" || "dlp12 prophage; putative lipoprotein"	nc_000913 || bop27		
NC_000913:complement(578600..578893):CDS	nc_000913 & bop27	"dlp12 prophage; putative lipoprotein" || "dlp12 prophage; putative lipoprotein"	nc_000913 || bop27		
NC_000913:complement(579184..579594):CDS	nc_000913 & bop27	"dlp12 prophage; uncharacterized protein" || "dlp12 prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:579880..580086:CDS	nc_000913 & bop27	"dlp12 prophage; uncharacterized protein" || "dlp12 prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(580251..580445):CDS	nc_000913 & bop27	"duf3950 family protein, dlp12 prophage" || "duf3950 family protein, dlp12 prophage"	nc_000913 || bop27		
NC_000913:580834..581379:CDS	nc_000913 & bop27	"dlp12 prophage; dna packaging protein" || "dlp12 prophage; dna packaging protein"	nc_000913 || bop27		
NC_000913:581354..581662:CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:581660..582097:CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:complement(join(582152..582804,582803..582806)):CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:582953..583135:CDS	nc_000913 & bop27		nc_000913 || bop27		
NC_000913:583681..584430:CDS	nc_000913 & bop27	"global transcriptional activator; dlp12 prophage" || "global transcriptional activator; dlp12 prophage"	nc_000913 || bop27		
NC_000913:complement(584680..585633):CDS	nc_000913 & bop27	"dlp12 prophage; outer membrane protease vii; outer membrane protein 3b" || "dlp12 prophage; outer membrane protease vii; outer membrane protein 3b"	nc_000913 || bop27		
NC_000913:586057..586101:tRNA	nc_000913 & bop27	"trna-other" || "trna-other"	nc_000913 || bop27		
NC_000913:complement(586147..586908):CDS	nc_000913 & bop27	"porin thermoregulatory transcriptional activator" || "porin thermoregulatory transcriptional activator"	nc_000913 || bop27		
NC_000913:complement(587091..587981):CDS	nc_000913 & bop27	"prk09936 family protein" || "prk09936 family protein"	nc_000913 || bop27		
NC_000913:complement(587982..590954):CDS	nc_000913 & bop27	"bacteriophage n4 receptor, outer membrane subunit" || "bacteriophage n4 receptor, outer membrane subunit"	nc_000913 || bop27		
NC_000913:complement(590941..593178):CDS	nc_000913 & bop27	"bacteriophage n4 receptor, inner membrane subunit" || "bacteriophage n4 receptor, inner membrane subunit"	nc_000913 || bop27		
NC_000913:complement(593328..594770):CDS	nc_000913 & bop27	"copper-sensing histidine kinase in two-component regulatory system with cusr" || "copper-sensing histidine kinase in two-component regulatory system with cusr"	nc_000913 || bop27		
NC_000913:complement(594760..595443):CDS	nc_000913 & bop27	"response regulator in two-component regulatory system with cuss" || "response regulator in two-component regulatory system with cuss"	nc_000913 || bop27		
NC_000913:595600..596973:CDS	nc_000913 & bop27	"copper/silver efflux system, outer membrane component" || "copper/silver efflux system, outer membrane component"	nc_000913 || bop27		
NC_000913:597131..597463:CDS	nc_000913 & bop27	"periplasmic copper- and silver-binding protein" || "periplasmic copper- and silver-binding protein"	nc_000913 || bop27		
NC_000913:597479..598702:CDS	nc_000913 & bop27	"copper/silver efflux system, membrane fusion protein" || "copper/silver efflux system, membrane fusion protein"	nc_000913 || bop27		
NC_000913:598714..601857:CDS	nc_000913 & bop27	"copper/silver efflux system, membrane component" || "copper/silver efflux system, membrane component"	nc_000913 || bop27		
NC_000913:601959..603335:CDS	nc_000913 & bop27	"phenylalanine transporter" || "phenylalanine transporter"	nc_000913 || bop27		
NC_000913:complement(603416..604663):CDS	nc_000913 & bop27	"mechanosensitive channel protein, miniconductance" || "mechanosensitive channel protein, miniconductance"	nc_000913 || bop27		
NC_000913:complement(604771..605424):CDS	nc_000913 & bop27	"dihydropteridine reductase, nad(p)h-dependent, oxygen-insensitive" || "dihydropteridine reductase, nad(p)h-dependent, oxygen-insensitive"	nc_000913 || bop27		
NC_000913:complement(605518..605886):CDS	nc_000913 & bop27	"duf419 family protein" || "duf419 family protein"	nc_000913 || bop27		
NC_000913:complement(605951..606199):CDS	nc_000913 & bop27	"duf1158 family putative inner membrane protein" || "duf1158 family putative inner membrane protein"	nc_000913 || bop27		
NC_000913:complement(606265..607383):CDS	nc_000913 & bop27	"weak gamma-glutamyl:cysteine ligase" || "weak gamma-glutamyl:cysteine ligase"	nc_000913 || bop27		
NC_000913:607734..607792:ncRNA	nc_000913 & bop27	"srna at remnant moke/hoke locus" || "srna at remnant moke/hoke locus"	nc_000913 || bop27		
NC_000913:607836..607988:CDS	nc_000913 & bop27	"toxic polypeptide, small" || "toxic polypeptide, small"	nc_000913 || bop27		
NC_000913:608065..609177:CDS	nc_000913 & bop27	"is186 transposase" || "is186 transposase"	nc_000913 || bop27		
NC_000913:complement(609459..610079):CDS	nc_000913 & bop27	"phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex" || "phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex"	nc_000913 || bop27		
NC_000913:complement(610254..612494):CDS	nc_000913 & bop27	"ferrienterobactin outer membrane transporter" || "ferrienterobactin outer membrane transporter"	nc_000913 || bop27		
NC_000913:612737..613939:CDS	nc_000913 & bop27	"enterobactin/ferrienterobactin esterase" || "enterobactin/ferrienterobactin esterase"	nc_000913 || bop27		
NC_000913:613942..614160:CDS	nc_000913 & bop27	"stimulator of entf adenylation activity, mbth-like" || "stimulator of entf adenylation activity, mbth-like"	nc_000913 || bop27		
NC_000913:614157..618038:CDS	nc_000913 & bop27	"enterobactin synthase multienzyme complex component, atp-dependent" || "enterobactin synthase multienzyme complex component, atp-dependent"	nc_000913 || bop27		
NC_000913:618254..619387:CDS	nc_000913 & bop27	"regulator of length of o-antigen component of lipopolysaccharide chains" || "regulator of length of o-antigen component of lipopolysaccharide chains"	nc_000913 || bop27		
NC_000913:complement(619384..620199):CDS	nc_000913 & bop27	"ferrienterobactin abc transporter atpase" || "ferrienterobactin abc transporter atpase"	nc_000913 || bop27		
NC_000913:complement(620196..621188):CDS	nc_000913 & bop27	"iron-enterobactin abc transporter permease" || "iron-enterobactin abc transporter permease"	nc_000913 || bop27		
NC_000913:complement(621185..622189):CDS	nc_000913 & bop27	"ferrienterobactin abc transporter permease" || "ferrienterobactin abc transporter permease"	nc_000913 || bop27		
NC_000913:622300..623550:CDS	nc_000913 & bop27	"enterobactin exporter, iron-regulated" || "enterobactin exporter, iron-regulated"	nc_000913 || bop27		
NC_000913:complement(623554..624510):CDS	nc_000913 & bop27	"ferrienterobactin abc transporter periplasmic binding protein" || "ferrienterobactin abc transporter periplasmic binding protein"	nc_000913 || bop27		
NC_000913:624885..626060:CDS	nc_000913 & bop27	"isochorismate synthase 1" || "isochorismate synthase 1"	nc_000913 || bop27		
NC_000913:626070..627680:CDS	nc_000913 & bop27	"2,3-dihydroxybenzoate-amp ligase component of enterobactin synthase multienzyme complex" || "2,3-dihydroxybenzoate-amp ligase component of enterobactin synthase multienzyme complex"	nc_000913 || bop27		
NC_000913:627694..628551:CDS	nc_000913 & bop27	"isochorismatase" || "isochorismatase"	nc_000913 || bop27		
NC_000913:628551..629297:CDS	nc_000913 & bop27	"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase" || "2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"	nc_000913 || bop27		
