Gene ID	Found in	Non-hypothetical Annotation	Which Annotation	Hypothetical Annotation	Which Annotation
NC_000913:1370216..1371895:CDS	nc_000913 & bop27	"alpha amylase catalytic domain family protein" || "alpha amylase catalytic domain family protein"	nc_000913 || bop27		
NC_000913:1371909..1373201:CDS	nc_000913 & bop27	"putative abc sugar transporter periplasmic binding protein" || "putative abc sugar transporter periplasmic binding protein"	nc_000913 || bop27		
NC_000913:1373222..1374103:CDS	nc_000913 & bop27	"putative sugar abc transporter permease" || "putative sugar abc transporter permease"	nc_000913 || bop27		
NC_000913:1374090..1374932:CDS	nc_000913 & bop27	"putative sugar abc transporter permease" || "putative sugar abc transporter permease"	nc_000913 || bop27		
NC_000913:1374963..1376015:CDS	nc_000913 & bop27	"putative zn-dependent nad(p)-binding oxidoreductase" || "putative zn-dependent nad(p)-binding oxidoreductase"	nc_000913 || bop27		
NC_000913:1376034..1376822:CDS	nc_000913 & bop27	"putative tim alpha/beta barrel enzyme" || "putative tim alpha/beta barrel enzyme"	nc_000913 || bop27		
NC_000913:1376832..1377887:CDS	nc_000913 & bop27	"putative nadh-binding oxidoreductase" || "putative nadh-binding oxidoreductase"	nc_000913 || bop27		
NC_000913:1377884..1380151:CDS	nc_000913 & bop27	"putative family 65 glycosyl hydrolase" || "putative family 65 glycosyl hydrolase"	nc_000913 || bop27		
NC_000913:1380148..1380807:CDS	nc_000913 & bop27	"beta-phosphoglucomutase" || "beta-phosphoglucomutase"	nc_000913 || bop27		
NC_000913:1381947..1382852:CDS	nc_000913 & bop27	"outer membrane porin g" || "outer membrane porin g"	nc_000913 || bop27		
NC_000913:complement(1382963..1383961):CDS	nc_000913 & bop27	"laci family putative transcriptional repressor" || "laci family putative transcriptional repressor"	nc_000913 || bop27		
NC_000913:1384117..1385514:CDS	nc_000913 & bop27	"duf463 family protein, puatative p-loop ntpase" || "duf463 family protein, puatative p-loop ntpase"	nc_000913 || bop27		
NC_000913:1385511..1386572:CDS	nc_000913 & bop27	"upf0283 family inner membrane protein" || "upf0283 family inner membrane protein"	nc_000913 || bop27		
NC_000913:1386720..1388261:CDS	nc_000913 & bop27	"aromatic amino acid biosynthesis and transport regulon transcriptional regulator; autorepressor; atpase; phosphatase" || "aromatic amino acid biosynthesis and transport regulon transcriptional regulator; autorepressor; atpase; phosphatase"	nc_000913 || bop27		
NC_000913:complement(1388305..1388811):CDS	nc_000913 & bop27	"lipid hydroperoxide peroxidase" || "lipid hydroperoxide peroxidase"	nc_000913 || bop27		
NC_000913:1388930..1389895:CDS	nc_000913 & bop27	"l-ala-d/l-glu epimerase" || "l-ala-d/l-glu epimerase"	nc_000913 || bop27		
NC_000913:complement(1389870..1390598):CDS	nc_000913 & bop27	"murein peptide amidase a" || "murein peptide amidase a"	nc_000913 || bop27		
NC_000913:complement(1390933..1391853):CDS	nc_000913 & bop27	"s9 homolog non-peptidase family protein" || "s9 homolog non-peptidase family protein"	nc_000913 || bop27		
NC_000913:1391991..1392890:CDS	nc_000913 & bop27	"murein peptide degradation regulator" || "murein peptide degradation regulator"	nc_000913 || bop27		
NC_000913:1393227..1394840:CDS	nc_000913 & bop27	"murein tripeptide (l-ala-gamma-d-glutamyl-meso-dap) transporter subunit" || "murein tripeptide (l-ala-gamma-d-glutamyl-meso-dap) transporter subunit"	nc_000913 || bop27		
NC_000913:complement(1394891..1395922):CDS	nc_000913 & bop27	"mechanosensitive channel protein, very small conductance" || "mechanosensitive channel protein, very small conductance"	nc_000913 || bop27		
NC_000913:1396076..1397092:CDS	nc_000913 & bop27	"is5 transposase and trans-activator" || "is5 transposase and trans-activator"	nc_000913 || bop27		
NC_000913:1397365..1397622:CDS	nc_000913 & bop27	"duf2534 family putative inner membrane protein" || "duf2534 family putative inner membrane protein"	nc_000913 || bop27		
NC_000913:complement(1397672..1398622):CDS	nc_000913 & bop27	"stress-induced protein" || "stress-induced protein"	nc_000913 || bop27		
NC_000913:complement(1398774..1399526):CDS	nc_000913 & bop27	"oxygen-sensing anaerobic growth regulon transcriptional regulator fnr; autorepressor" || "oxygen-sensing anaerobic growth regulon transcriptional regulator fnr; autorepressor"	nc_000913 || bop27		
NC_000913:complement(1399721..1400236):CDS	nc_000913 & bop27	"o-6-alkylguanine-dna:cysteine-protein methyltransferase" || "o-6-alkylguanine-dna:cysteine-protein methyltransferase"	nc_000913 || bop27		
NC_000913:complement(1400247..1401773):CDS	nc_000913 & bop27	"p-aminobenzoyl-glutamate transporter; membrane protein" || "p-aminobenzoyl-glutamate transporter; membrane protein"	nc_000913 || bop27		
NC_000913:complement(1401810..1403255):CDS	nc_000913 & bop27	"p-aminobenzoyl-glutamate hydrolase, b subunit" || "p-aminobenzoyl-glutamate hydrolase, b subunit"	nc_000913 || bop27		
NC_000913:complement(1403255..1404565):CDS	nc_000913 & bop27	"p-aminobenzoyl-glutamate hydrolase, a subunit" || "p-aminobenzoyl-glutamate hydrolase, a subunit"	nc_000913 || bop27		
NC_000913:1404741..1405649:CDS	nc_000913 & bop27	"putative dna-binding transcriptional regulator of abgabt operon" || "putative dna-binding transcriptional regulator of abgabt operon"	nc_000913 || bop27		
NC_000913:complement(1405656..1405751):ncRNA	nc_000913 & bop27	"motility and biofilm regulator srna" || "motility and biofilm regulator srna"	nc_000913 || bop27		
NC_000913:1405979..1406542:CDS	nc_000913 & bop27	"dna endonuclease" || "dna endonuclease"	nc_000913 || bop27		
NC_000913:complement(1406563..1407795):CDS	nc_000913 & bop27	"diguanylate cyclase, csgd regulator" || "diguanylate cyclase, csgd regulator"	nc_000913 || bop27		
NC_000913:1408050..1409033:CDS	nc_000913 & bop27	"putative zn(ii) transporter" || "putative zn(ii) transporter"	nc_000913 || bop27		
NC_000913:1409129..1409250:ncRNA	nc_000913 & bop27	"fnr-activated anaerobic srna antisense regulator down regulates cyddc, mete, soda, sodb, hfq-dependent; mediates negative fnr regulation" || "fnr-activated anaerobic srna antisense regulator down regulates cyddc, mete, soda, sodb, hfq-dependent; mediates negative fnr regulation"	nc_000913 || bop27		
NC_000913:1409511..1410884:CDS	nc_000913 & bop27	"atp-dependent rna helicase, specific for 23s rrna" || "atp-dependent rna helicase, specific for 23s rrna"	nc_000913 || bop27		
NC_000913:complement(1411013..1411948):CDS	nc_000913 & bop27	"trna s(2)c32 thioltransferase, iron sulfur cluster protein" || "trna s(2)c32 thioltransferase, iron sulfur cluster protein"	nc_000913 || bop27		
NC_000913:complement(1412000..1413235):CDS	nc_000913 & bop27	"rac prophage; integrase" || "rac prophage; integrase"	nc_000913 || bop27		
NC_000913:complement(1413237..1413452):CDS	nc_000913 & bop27	"rac prophage; conserved protein" || "rac prophage; conserved protein"	nc_000913 || bop27		
NC_000913:complement(1413531..1413740):CDS	nc_000913 & bop27	"duf1187 family protein, rac prophage; putative double-strand break reduction protein" || "duf1187 family protein, rac prophage; putative double-strand break reduction protein"	nc_000913 || bop27		
NC_000913:complement(1413733..1413927):CDS	nc_000913 & bop27	"rac prophage; restriction alleviation protein" || "rac prophage; restriction alleviation protein"	nc_000913 || bop27		
NC_000913:complement(1413984..1414793):CDS	nc_000913 & bop27	"rac prophage; recombination and repair protein" || "rac prophage; recombination and repair protein"	nc_000913 || bop27		
NC_000913:complement(1414786..1417386):CDS	nc_000913 & bop27	"rac prophage; exonuclease viii, 5' to 3' specific dsdna exonuclease" || "rac prophage; exonuclease viii, 5' to 3' specific dsdna exonuclease"	nc_000913 || bop27		
NC_000913:complement(1417488..1417763):CDS	nc_000913 & bop27	"rac prophage; uncharacterized protein" || "rac prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1417838..1418008):CDS	nc_000913 & bop27	"conserved protein, rac prophage" || "conserved protein, rac prophage"	nc_000913 || bop27		
NC_000913:complement(1418008..1418229):CDS	nc_000913 & bop27	"killing protein, rac prophage; ftsz inhibitor protein" || "killing protein, rac prophage; ftsz inhibitor protein"	nc_000913 || bop27		
NC_000913:1418671..1419159:CDS	nc_000913 & bop27	"phage superinfection exclusion protein, rac prophage" || "phage superinfection exclusion protein, rac prophage"	nc_000913 || bop27		
NC_000913:complement(1419156..1419311):CDS	nc_000913 & bop27	"uncharacterized protein, rac prophage" || "uncharacterized protein, rac prophage"	nc_000913 || bop27		
NC_000913:complement(1419322..1419456):CDS	nc_000913 & bop27	"rac prophage; uncharacterized protein" || "rac prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1419765..1420241):CDS	nc_000913 & bop27	"rac prophage; putative dna-binding transcriptional regulator" || "rac prophage; putative dna-binding transcriptional regulator"	nc_000913 || bop27		
NC_000913:1420365..1420661:CDS	nc_000913 & bop27	"rac prophage; putative dna-binding transcriptional regulator" || "rac prophage; putative dna-binding transcriptional regulator"	nc_000913 || bop27		
NC_000913:1420684..1421106:CDS	nc_000913 & bop27	"rac prophage; uncharacterized protein" || "rac prophage; uncharacterized protein"	nc_000913 || bop27		
NC_000913:1421119..1421976:CDS	nc_000913 & bop27	"rac prophage; conserved protein" || "rac prophage; conserved protein"	nc_000913 || bop27		
NC_000913:1421983..1422729:CDS	nc_000913 & bop27	"rac prophage; putative dna replication protein" || "rac prophage; putative dna replication protein"	nc_000913 || bop27		
NC_000913:1423400..1423585:CDS	nc_000913 & bop27	"rac prophage; putative lipoprotein" || "rac prophage; putative lipoprotein"	nc_000913 || bop27		
NC_000913:1423782..1425239:CDS	nc_000913 & bop27	"rac prophage; potassium transporter subunit" || "rac prophage; potassium transporter subunit"	nc_000913 || bop27		
NC_000913:1425377..1425640:CDS	nc_000913 & bop27	"rac prophage; conserved protein" || "rac prophage; conserved protein"	nc_000913 || bop27		
NC_000913:complement(1427746..1428726):CDS	nc_000913 & bop27	"is5 transposase and trans-activator" || "is5 transposase and trans-activator"	nc_000913 || bop27		
NC_000913:1429049..1432411:CDS	nc_000913 & bop27	"rac prophage; putative tail fiber protein" || "rac prophage; putative tail fiber protein"	nc_000913 || bop27		
NC_000913:1432411..1432986:CDS	nc_000913 & bop27	"rac prophage; putative tail fiber assembly protein" || "rac prophage; putative tail fiber assembly protein"	nc_000913 || bop27		
NC_000913:complement(1433084..1433674):CDS	nc_000913 & bop27	"rac prophage; putative site-specific recombinase" || "rac prophage; putative site-specific recombinase"	nc_000913 || bop27		
NC_000913:complement(1433991..1434224):CDS	nc_000913 & bop27	"cold shock protein, rac prophage" || "cold shock protein, rac prophage"	nc_000913 || bop27		
NC_000913:complement(1435185..1435619):CDS	nc_000913 & bop27	"stress-induced protein, atp-binding protein" || "stress-induced protein, atp-binding protein"	nc_000913 || bop27		
NC_000913:complement(1435760..1436893):CDS	nc_000913 & bop27	"outer membrane pore protein n, non-specific" || "outer membrane pore protein n, non-specific"	nc_000913 || bop27		
NC_000913:1437121..1437229:ncRNA	nc_000913 & bop27	"srna antisense regulator of ompc translation, hfq-dependent" || "srna antisense regulator of ompc translation, hfq-dependent"	nc_000913 || bop27		
NC_000913:complement(1437260..1440784):CDS	nc_000913 & bop27	"pyruvate-flavodoxin oxidoreductase" || "pyruvate-flavodoxin oxidoreductase"	nc_000913 || bop27		
NC_000913:1441058..1441324:CDS	nc_000913 & bop27	"duf333 family putative lipoprotein" || "duf333 family putative lipoprotein"	nc_000913 || bop27		
NC_000913:complement(1441321..1441743):CDS	nc_000913 & bop27	"heat-inducible lipoprotein involved in novobiocin resistance" || "heat-inducible lipoprotein involved in novobiocin resistance"	nc_000913 || bop27		
NC_000913:complement(1441854..1442843):CDS	nc_000913 & bop27	"fermentative d-lactate dehydrogenase, nad-dependent" || "fermentative d-lactate dehydrogenase, nad-dependent"	nc_000913 || bop27		
NC_000913:1443051..1445690:CDS	nc_000913 & bop27	"putative membrane-anchored protein, function unknown" || "putative membrane-anchored protein, function unknown"	nc_000913 || bop27		
NC_000913:1445687..1445872:CDS	nc_000913 & bop27	"lipoprotein" || "lipoprotein"	nc_000913 || bop27		
NC_000913:1445880..1446206:CDS	nc_000913 & bop27	"duf1318 family protein" || "duf1318 family protein"	nc_000913 || bop27		
NC_000913:complement(1446378..1447283):CDS	nc_000913 & bop27	"transcriptional activator for tyna and feab" || "transcriptional activator for tyna and feab"	nc_000913 || bop27		
NC_000913:1447519..1449018:CDS	nc_000913 & bop27	"phenylacetaldehyde dehydrogenase" || "phenylacetaldehyde dehydrogenase"	nc_000913 || bop27		
NC_000913:complement(1449076..1451349):CDS	nc_000913 & bop27	"tyramine oxidase, copper-requiring" || "tyramine oxidase, copper-requiring"	nc_000913 || bop27		
NC_000913:complement(1451597..1453642):CDS	nc_000913 & bop27	"oxepin-coa hydrolase and 3-oxo-5,6-dehydrosuberyl-coa semialdehyde dehydrogenase" || "oxepin-coa hydrolase and 3-oxo-5,6-dehydrosuberyl-coa semialdehyde dehydrogenase"	nc_000913 || bop27		
NC_000913:1453927..1454856:CDS	nc_000913 & bop27	"ring 1,2-phenylacetyl-coa epoxidase subunit" || "ring 1,2-phenylacetyl-coa epoxidase subunit"	nc_000913 || bop27		
NC_000913:1454868..1455155:CDS	nc_000913 & bop27	"putative ring 1,2-phenylacetyl-coa epoxidase subunit" || "putative ring 1,2-phenylacetyl-coa epoxidase subunit"	nc_000913 || bop27		
NC_000913:1455164..1455910:CDS	nc_000913 & bop27	"ring 1,2-phenylacetyl-coa epoxidase subunit" || "ring 1,2-phenylacetyl-coa epoxidase subunit"	nc_000913 || bop27		
NC_000913:1455925..1456422:CDS	nc_000913 & bop27	"ring 1,2-phenylacetyl-coa epoxidase subunit" || "ring 1,2-phenylacetyl-coa epoxidase subunit"	nc_000913 || bop27		
NC_000913:1456430..1457500:CDS	nc_000913 & bop27	"ring 1,2-phenylacetyl-coa epoxidase, nad(p)h oxidoreductase component" || "ring 1,2-phenylacetyl-coa epoxidase, nad(p)h oxidoreductase component"	nc_000913 || bop27		
NC_000913:1457497..1458264:CDS	nc_000913 & bop27	"2,3-dehydroadipyl-coa hydratase" || "2,3-dehydroadipyl-coa hydratase"	nc_000913 || bop27		
NC_000913:1458264..1459052:CDS	nc_000913 & bop27	"1,2-epoxyphenylacetyl-coa isomerase, oxepin-coa-forming" || "1,2-epoxyphenylacetyl-coa isomerase, oxepin-coa-forming"	nc_000913 || bop27		
NC_000913:1459054..1460481:CDS	nc_000913 & bop27	"3-hydroxyadipyl-coa dehydrogenase, nad+-dependent" || "3-hydroxyadipyl-coa dehydrogenase, nad+-dependent"	nc_000913 || bop27		
NC_000913:1460471..1460893:CDS	nc_000913 & bop27	"hydroxyphenylacetyl-coa thioesterase" || "hydroxyphenylacetyl-coa thioesterase"	nc_000913 || bop27		
NC_000913:1460893..1462098:CDS	nc_000913 & bop27	"3-oxoadipyl-coa/3-oxo-5,6-dehydrosuberyl-coa thiolase" || "3-oxoadipyl-coa/3-oxo-5,6-dehydrosuberyl-coa thiolase"	nc_000913 || bop27		
NC_000913:1462125..1463438:CDS	nc_000913 & bop27	"phenylacetyl-coa ligase" || "phenylacetyl-coa ligase"	nc_000913 || bop27		
NC_000913:1463539..1464489:CDS	nc_000913 & bop27	"transcriptional repressor of phenylacetic acid degradation paa operon, phenylacetyl-coa inducer" || "transcriptional repressor of phenylacetic acid degradation paa operon, phenylacetyl-coa inducer"	nc_000913 || bop27		
NC_000913:1464471..1465061:CDS	nc_000913 & bop27	"thioesterase required for phenylacetic acid degradation; trimeric; phenylacetate regulatory and detoxification protein; hexapeptide repeat protein" || "thioesterase required for phenylacetic acid degradation; trimeric; phenylacetate regulatory and detoxification protein; hexapeptide repeat protein"	nc_000913 || bop27		
NC_000913:complement(1465165..1465230):CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:complement(1467921..1468826):CDS	nc_000913 & bop27	"is2 transposase tnpb" || "is2 transposase tnpb"	nc_000913 || bop27		
NC_000913:complement(1468784..1469149):CDS	nc_000913 & bop27	"is2 repressor tnpa" || "is2 repressor tnpa"	nc_000913 || bop27		
NC_000913:1469358..1470509:CDS	nc_000913 & bop27	"is30 transposase" || "is30 transposase"	nc_000913 || bop27		
NC_000913:1474221..1475081:CDS	nc_000913 & bop27	"putative nad(p)-binding oxidoreductase" || "putative nad(p)-binding oxidoreductase"	nc_000913 || bop27		
NC_000913:1475144..1477450:CDS	nc_000913 & bop27	"pf10971 family putative periplasmic methylglyoxal resistance protein" || "pf10971 family putative periplasmic methylglyoxal resistance protein"	nc_000913 || bop27		
NC_000913:1477621..1478226:CDS	nc_000913 & bop27	"inner membrane protein" || "inner membrane protein"	nc_000913 || bop27		
NC_000913:1478226..1479122:CDS	nc_000913 & bop27	"putative cdp-diglyceride synthase" || "putative cdp-diglyceride synthase"	nc_000913 || bop27		
NC_000913:1479138..1480895:CDS	nc_000913 & bop27	"putative esterase" || "putative esterase"	nc_000913 || bop27		
NC_000913:1480909..1482201:CDS	nc_000913 & bop27	"putative phosphatase inner membrane protein" || "putative phosphatase inner membrane protein"	nc_000913 || bop27		
NC_000913:complement(1482255..1482860):CDS	nc_000913 & bop27	"nadh-azoreductase, fmn-dependent" || "nadh-azoreductase, fmn-dependent"	nc_000913 || bop27		
NC_000913:1483061..1486963:CDS	nc_000913 & bop27	"putative atp-dependent helicase" || "putative atp-dependent helicase"	nc_000913 || bop27		
NC_000913:1487235..1488035:CDS	nc_000913 & bop27	"duf218 superfamily protein, sam-binding" || "duf218 superfamily protein, sam-binding"	nc_000913 || bop27		
NC_000913:1488232..1489671:CDS	nc_000913 & bop27	"aldehyde dehydrogenase a, nad-linked" || "aldehyde dehydrogenase a, nad-linked"	nc_000913 || bop27		
NC_000913:1490902..1491432:CDS	nc_000913 & bop27	"cytochrome b561" || "cytochrome b561"	nc_000913 || bop27		
NC_000913:complement(1491443..1491506):ncRNA	nc_000913 & bop27	"srna antisense regulator of csgd and yejabef, hfq-dependent" || "srna antisense regulator of csgd and yejabef, hfq-dependent"	nc_000913 || bop27		
NC_000913:1491677..1491850:CDS	nc_000913 & bop27	"putative periplasmic protein" || "putative periplasmic protein"	nc_000913 || bop27		
NC_000913:complement(1491922..1492071):CDS	nc_000913 & bop27	"toxic polypeptide, small" || "toxic polypeptide, small"	nc_000913 || bop27		
NC_000913:complement(1491962..1492129):CDS	nc_000913 & bop27	"regulatory peptide" || "regulatory peptide"	nc_000913 || bop27		
NC_000913:1492119..1492174:ncRNA	nc_000913 & bop27	"srna antisense regulator blocking mokb, and hence hokb, translation" || "srna antisense regulator blocking mokb, and hence hokb, translation"	nc_000913 || bop27		
NC_000913:1492470..1494110:CDS	nc_000913 & bop27	"methyl-accepting chemotaxis protein iii, ribose and galactose sensor receptor" || "methyl-accepting chemotaxis protein iii, ribose and galactose sensor receptor"	nc_000913 || bop27		
NC_000913:complement(1494148..1495071):CDS	nc_000913 & bop27	"putative dna-binding transcriptional regulator" || "putative dna-binding transcriptional regulator"	nc_000913 || bop27		
NC_000913:1495288..1496631:CDS	nc_000913 & bop27	"putative metalloenzyme" || "putative metalloenzyme"	nc_000913 || bop27		
NC_000913:1496856..1498511:CDS	nc_000913 & bop27	"opg biosynthetic periplasmic protein" || "opg biosynthetic periplasmic protein"	nc_000913 || bop27		
NC_000913:1498651..1498875:CDS	nc_000913 & bop27	"duf465 family protein" || "duf465 family protein"	nc_000913 || bop27		
NC_000913:1498938..1499477:CDS	nc_000913 & bop27	"ribosomal-protein-l7/l12-serine acetyltransferase" || "ribosomal-protein-l7/l12-serine acetyltransferase"	nc_000913 || bop27		
NC_000913:complement(1499469..1500449):CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:1500573..1501565:CDS	nc_000913 & bop27	"potassium-tellurite ethidium and proflavin transporter" || "potassium-tellurite ethidium and proflavin transporter"	nc_000913 || bop27		
NC_000913:1501562..1502155:CDS	nc_000913 & bop27	"tellurite, selenium methyltransferase, sam-dependent; tellurite, selenium resistance protein" || "tellurite, selenium methyltransferase, sam-dependent; tellurite, selenium resistance protein"	nc_000913 || bop27		
NC_000913:1502457..1503125:CDS	nc_000913 & bop27	"lipoprotein" || "lipoprotein"	nc_000913 || bop27		
NC_000913:1503717..1504865:CDS	nc_000913 & bop27	"is609 transposase b" || "is609 transposase b"	nc_000913 || bop27		
NC_000913:complement(1504905..1506080):CDS	nc_000913 & bop27	"bene family inner membrane putative transporter" || "bene family inner membrane putative transporter"	nc_000913 || bop27		
NC_000913:1506172..1506708:CDS	nc_000913 & bop27	"putative dna-binding transcriptional regulator" || "putative dna-binding transcriptional regulator"	nc_000913 || bop27		
NC_000913:1506781..1508742:CDS	nc_000913 & bop27	"putative peptidase" || "putative peptidase"	nc_000913 || bop27		
NC_000913:complement(1508834..1509064):CDS	nc_000913 & bop27	"uncharacterized protein" || "uncharacterized protein"	nc_000913 || bop27		
NC_000913:1509286..1509462:CDS	nc_000913 & bop27	"mrna interferase toxin of the hicab toxin-antitoxin system" || "mrna interferase toxin of the hicab toxin-antitoxin system"	nc_000913 || bop27		
NC_000913:1509508..1509924:CDS	nc_000913 & bop27	"antitoxin for the hicab toxin-antitoxin system" || "antitoxin for the hicab toxin-antitoxin system"	nc_000913 || bop27		
NC_000913:1510003..1511409:CDS	nc_000913 & bop27	"putative dna-binding transcriptional regulator and putative aminotransferase" || "putative dna-binding transcriptional regulator and putative aminotransferase"	nc_000913 || bop27		
NC_000913:1511654..1512799:CDS	nc_000913 & bop27	"putative abc transporter periplasmic binding protein" || "putative abc transporter periplasmic binding protein"	nc_000913 || bop27		
NC_000913:1512817..1513830:CDS	nc_000913 & bop27	"putative abc transporter atpase" || "putative abc transporter atpase"	nc_000913 || bop27		
NC_000913:1513831..1514772:CDS	nc_000913 & bop27	"putative abc transporter permease" || "putative abc transporter permease"	nc_000913 || bop27		
NC_000913:1514762..1515556:CDS	nc_000913 & bop27	"putative abc transporter permease" || "putative abc transporter permease"	nc_000913 || bop27		
NC_000913:1515578..1517002:CDS	nc_000913 & bop27	"gamma-aminobutyraldehyde dehydrogenase" || "gamma-aminobutyraldehyde dehydrogenase"	nc_000913 || bop27		
NC_000913:complement(1517099..1517194):CDS	nc_000913 & bop27	"stress-induced small inner membrane enterobacterial protein" || "stress-induced small inner membrane enterobacterial protein"	nc_000913 || bop27		
NC_000913:1517389..1517562:CDS	nc_000913 & bop27	"duf2566 family protein" || "duf2566 family protein"	nc_000913 || bop27		
NC_000913:1517648..1517881:CDS	nc_000913 & bop27	"duf2526 family protein" || "duf2526 family protein"	nc_000913 || bop27		
NC_000913:complement(1517882..1518331):CDS	nc_000913 & bop27	"duf606 family inner membrane protein" || "duf606 family inner membrane protein"	nc_000913 || bop27		
NC_000913:complement(1518328..1518846):CDS	nc_000913 & bop27	"methionine n-acyltransferase; l-amino acid n-acyltransferase" || "methionine n-acyltransferase; l-amino acid n-acyltransferase"	nc_000913 || bop27		
NC_000913:1519027..1520064:CDS	nc_000913 & bop27	"curcumin/dihydrocurcumin reductase, nadph-dependent" || "curcumin/dihydrocurcumin reductase, nadph-dependent"	nc_000913 || bop27		
NC_000913:1520262..1520927:CDS	nc_000913 & bop27	"colanic acid and biofilm gene transcriptional regulator, mqsr-controlled" || "colanic acid and biofilm gene transcriptional regulator, mqsr-controlled"	nc_000913 || bop27		
NC_000913:complement(1520963..1523065):CDS	nc_000913 & bop27	"putative iron outer membrane transporter" || "putative iron outer membrane transporter"	nc_000913 || bop27		
NC_000913:1523307..1524368:CDS	nc_000913 & bop27	"atp-binding protein, periplasmic, function unknown" || "atp-binding protein, periplasmic, function unknown"	nc_000913 || bop27		
NC_000913:complement(1524481..1525980):CDS	nc_000913 & bop27	"l-asparagine transporter" || "l-asparagine transporter"	nc_000913 || bop27		
NC_000913:1526247..1526864:CDS	nc_000913 & bop27	"glutathione s-transferase homolog" || "glutathione s-transferase homolog"	nc_000913 || bop27		
NC_000913:1526940..1527152:CDS	nc_000913 & bop27	"ipr020099 family protein" || "ipr020099 family protein"	nc_000913 || bop27		
NC_000913:1529922..1530404:CDS	nc_000913 & bop27	"putative immunity protein for rhse" || "putative immunity protein for rhse"	nc_000913 || bop27		
NC_000913:1531816..1532952:CDS	nc_000913 & bop27	"h repeat-associated putative transposase" || "h repeat-associated putative transposase"	nc_000913 || bop27		
NC_000913:1533052..1533285:CDS	nc_000913 & bop27	"4-oxalocrotonate tautomerase" || "4-oxalocrotonate tautomerase"	nc_000913 || bop27		
NC_000913:complement(1533282..1533851):CDS	nc_000913 & bop27	"flavin reductase like-protein" || "flavin reductase like-protein"	nc_000913 || bop27		
NC_000913:1534024..1534869:CDS	nc_000913 & bop27	"n-hydroxyarylamine o-acetyltransferase" || "n-hydroxyarylamine o-acetyltransferase"	nc_000913 || bop27		
NC_000913:complement(1534965..1535858):CDS	nc_000913 & bop27	"phzc-phzf family protein" || "phzc-phzf family protein"	nc_000913 || bop27		
NC_000913:complement(1535937..1536617):CDS	nc_000913 & bop27	"nitrate reductase 2 (nrz), gamma subunit" || "nitrate reductase 2 (nrz), gamma subunit"	nc_000913 || bop27		
NC_000913:complement(1536614..1537309):CDS	nc_000913 & bop27	"nitrate reductase 2 (nrz), delta subunit (assembly subunit)" || "nitrate reductase 2 (nrz), delta subunit (assembly subunit)"	nc_000913 || bop27		
NC_000913:complement(1537309..1538853):CDS	nc_000913 & bop27	"nitrate reductase 2 (nrz), beta subunit" || "nitrate reductase 2 (nrz), beta subunit"	nc_000913 || bop27		
NC_000913:complement(1538850..1542590):CDS	nc_000913 & bop27	"nitrate reductase 2 (nrz), alpha subunit" || "nitrate reductase 2 (nrz), alpha subunit"	nc_000913 || bop27		
NC_000913:complement(1542672..1544060):CDS	nc_000913 & bop27	"nitrate/nitrite transporter" || "nitrate/nitrite transporter"	nc_000913 || bop27		
NC_000913:complement(1546288..1547169):CDS	nc_000913 & bop27	"aromatic amino acid exporter" || "aromatic amino acid exporter"	nc_000913 || bop27		
NC_000913:1547401..1550448:CDS	nc_000913 & bop27	"formate dehydrogenase-n, alpha subunit, nitrate-inducible" || "formate dehydrogenase-n, alpha subunit, nitrate-inducible"	nc_000913 || bop27		
NC_000913:1550461..1551345:CDS	nc_000913 & bop27	"formate dehydrogenase-n, fe-s (beta) subunit, nitrate-inducible" || "formate dehydrogenase-n, fe-s (beta) subunit, nitrate-inducible"	nc_000913 || bop27		
NC_000913:1551338..1551991:CDS	nc_000913 & bop27	"formate dehydrogenase-n, cytochrome b556 (gamma) subunit, nitrate-inducible" || "formate dehydrogenase-n, cytochrome b556 (gamma) subunit, nitrate-inducible"	nc_000913 || bop27		
NC_000913:complement(1552398..1552682):CDS	nc_000913 & bop27	"putative dna-binding transcriptional regulator" || "putative dna-binding transcriptional regulator"	nc_000913 || bop27		
NC_000913:complement(1552828..1553838):CDS	nc_000913 & bop27	"ethanol-active dehydrogenase/acetaldehyde-active reductase" || "ethanol-active dehydrogenase/acetaldehyde-active reductase"	nc_000913 || bop27		
NC_000913:complement(1553972..1555669):CDS	nc_000913 & bop27	"malate dehydrogenase, decarboxylating, nad-requiring; malic enzyme" || "malate dehydrogenase, decarboxylating, nad-requiring; malic enzyme"	nc_000913 || bop27		
NC_000913:complement(1555826..1555963):CDS	nc_000913 & bop27	"stationary-phase-induced ribosome-associated protein" || "stationary-phase-induced ribosome-associated protein"	nc_000913 || bop27		
NC_000913:complement(1556065..1556280):CDS	nc_000913 & bop27	"biofilm-dependent modulation protein" || "biofilm-dependent modulation protein"	nc_000913 || bop27		
NC_000913:1556625..1557056:CDS	nc_000913 & bop27	"lipoyl-dependent cys-based peroxidase, hydroperoxide resistance; salt-shock inducible membrane protein; peroxiredoxin" || "lipoyl-dependent cys-based peroxidase, hydroperoxide resistance; salt-shock inducible membrane protein; peroxiredoxin"	nc_000913 || bop27		
